Age,Income,CreditScore,HouseholdSize,MedianHomeValue,MedianHouseholdIncome,Debt,LoanTerm,InterestRate,CreditIncidents,HomeValue,LoanAmount,ProductType,LoanStatus
46,27467,752,4,268300,59574,3021.37,360,0.042,1,402450,201225,3,1
30,766392,645,3,84100,40742,720408.48,360,0.039,2,218660,153062,3,1
90,607217,795,2,414600,61925,24288.68,420,0.044,1,1160880,928704,4,1
60,33351,652,3,253800,49881,15674.97,480,0.037,1,659880,131976,1,1
28,49400,641,2,107800,48720,46930,480,0.039,4,204820,102410,3,0
47,766989,792,3,143500,73729,23009.67,360,0.042,1,387450,348705,3,1
43,99562,711,8,48600,30060,16925.54,480,0.035,1,102060,40824,1,1
36,14257,646,3,88300,35337,8554.2,360,0.041,3,150110,105077,2,1
18,58411,687,3,474600,85479,24532.62,420,0.035,1,996660,199332,1,1
91,46313,665,4,173700,60312,21303.98,480,0.043,4,382140,76428,2,1
33,58785,693,2,71900,39272,27041.1,420,0.044,0,143800,71900,3,1
28,41023,623,3,209800,81887,27895.64,480,0.045,2,524500,157350,3,1
78,49861,624,3,403800,32945,44874.9,420,0.042,4,847980,84798,2,0
48,56009,707,1,168700,61203,14562.34,180,0.037,4,388010,116403,1,1
90,239057,792,9,179000,46133,45420.83,180,0.04,0,501200,100240,3,1
18,55407,651,1,103900,38545,27703.5,180,0.044,3,280530,28053,2,1
82,56680,741,2,160100,49333,8502,360,0.043,1,304190,243352,2,1
24,366764,795,10,147600,44612,3667.64,180,0.036,3,383760,268632,1,1
98,61927,772,4,186100,56862,19197.37,360,0.038,1,353590,282872,2,1
49,49352,623,2,178600,64930,38001.04,420,0.041,5,410780,82156,2,0
53,39986,647,1,512700,68368,25191.18,360,0.043,1,1333020,799812,2,1
92,53431,684,4,63900,21764,21372.4,360,0.041,6,159750,63900,2,0
24,569993,794,3,78200,32470,62699.23,420,0.044,2,218960,87584,2,1
28,806293,790,1,119500,43606,80629.3,420,0.039,1,346550,311895,2,1
88,20179,662,1,268300,59574,7668.02,420,0.036,2,456110,319277,1,1
82,51851,700,4,272600,45224,7777.65,480,0.042,1,681500,477050,2,1
80,32465,669,1,299400,87288,16881.8,360,0.036,3,778440,389220,1,1
24,40581,638,2,88300,41305,33682.23,420,0.039,2,247240,222516,3,1
78,921978,787,2,220400,65559,165956.04,480,0.043,2,617120,308560,2,1
56,45105,627,3,102600,41626,29769.3,480,0.038,2,287280,57456,2,1
23,51749,703,2,201000,76124,5174.9,480,0.04,3,381900,343710,2,1
87,57025,703,4,369400,85082,11405,360,0.044,0,701860,140372,2,1
32,13275,663,3,195000,51179,5575.5,180,0.043,0,351000,245700,2,1
85,506304,685,4,218200,54758,212647.68,360,0.036,3,589140,294570,1,1
43,40642,649,2,96600,36654,28449.4,180,0.044,3,183540,146832,2,1
93,32175,641,8,242500,73424,23487.75,360,0.035,1,679000,203700,2,1
19,41452,641,2,378400,81505,27772.84,420,0.037,3,870320,348128,2,1
58,58863,697,1,168700,61203,27076.98,480,0.041,1,455490,91098,2,1
25,42658,661,4,117100,37095,20902.42,180,0.04,2,304460,152230,2,1
31,48428,632,1,102600,41626,42132.36,360,0.043,4,246240,147744,3,0
92,142600,766,1,155600,28949,32798,360,0.043,2,373440,149376,2,1
22,38855,666,10,115700,11368,15153.45,180,0.038,4,266110,53222,2,1
28,56042,660,1,119700,48302,22416.8,360,0.043,5,299250,179550,3,0
27,691078,792,1,369400,85082,69107.8,480,0.036,3,960440,576264,1,1
55,434516,696,3,162400,48428,169461.24,420,0.043,3,470960,94192,2,1
24,48232,640,9,378400,81505,31350.8,360,0.036,0,1059520,847616,4,1
63,15146,641,2,326800,85354,11813.88,180,0.043,0,653600,588240,3,0
42,49652,652,4,153500,45029,25819.04,180,0.038,0,368400,331560,2,1
43,18416,647,1,202100,61672,11049.6,360,0.038,5,383990,230394,2,0
37,16070,653,4,125200,45048,8838.5,420,0.044,2,250400,50080,3,1
52,13403,669,2,219500,60977,7237.62,480,0.037,6,373150,261205,1,0
38,51249,686,3,67100,32457,27674.46,420,0.044,0,187880,112728,2,1
97,600523,782,4,555700,82313,54047.07,480,0.036,4,1611530,966918,4,1
87,22112,651,3,71900,39272,11940.48,420,0.042,3,136610,40983,2,1
20,46222,633,3,283100,58707,35128.72,420,0.041,3,707750,424650,3,1
43,513112,782,3,104500,30678,15393.36,180,0.038,0,292600,204820,2,1
49,65551,709,3,374600,88480,17698.77,420,0.045,4,749200,524440,3,1
26,20592,643,4,90000,25465,15855.84,180,0.038,4,144000,86400,2,0
39,297313,782,4,214500,44209,41623.82,180,0.037,2,557700,111540,1,1
58,95069,740,2,71900,39272,20915.18,180,0.04,3,179750,53925,3,1
38,52643,650,4,459400,75056,25795.07,480,0.043,2,1056620,105662,2,1
23,109971,770,7,151500,56696,30791.88,420,0.041,5,409050,204525,3,1
27,892106,785,3,254100,79185,124894.84,480,0.044,6,711480,569184,2,0
95,10528,637,4,546300,52445,6527.36,180,0.04,1,983340,491670,2,1
86,555612,790,1,94700,44174,55561.2,360,0.044,6,246220,196976,2,0
74,57623,697,1,207700,65692,30540.19,420,0.045,4,498480,149544,2,1
83,291110,793,4,120300,40751,26199.9,180,0.037,1,300750,270675,1,1
68,581615,798,3,170000,55900,87242.25,180,0.038,6,493000,345100,3,0
63,58317,773,3,147600,41948,9913.89,420,0.042,0,280440,56088,2,1
77,42167,624,2,107800,48720,32468.59,420,0.043,2,226380,181104,2,1
30,49051,658,3,512700,68368,23053.97,180,0.042,3,1230480,615240,3,1
93,17431,625,2,285000,46312,9935.67,480,0.035,0,484500,387600,2,1
45,41497,669,2,190100,75421,21578.44,420,0.04,6,513270,307962,2,0
33,438211,792,3,253800,49881,48203.21,180,0.04,2,634500,444150,3,1
66,51462,657,2,143500,73729,26760.24,360,0.039,3,344400,137760,2,1
82,822432,791,3,162400,48428,90467.52,360,0.044,6,422240,337792,3,0
42,28300,628,8,326800,85354,18678,420,0.036,2,620920,434644,2,0
51,24910,648,3,104500,30678,22917.2,420,0.039,3,188100,131670,2,1
65,328077,792,3,326800,85354,32807.7,360,0.038,1,980400,784320,3,1
58,676136,786,10,178600,64930,121704.48,420,0.045,3,517940,362558,2,1
58,46220,648,7,213800,74276,39749.2,180,0.036,2,513120,461808,3,1
75,435879,641,3,304400,55698,374855.94,420,0.042,0,791440,712296,2,1
80,17802,632,1,273700,36791,9969.12,420,0.042,1,492660,295596,2,1
19,553673,799,7,173700,60312,99661.14,360,0.04,4,503730,251865,2,1
58,352373,680,6,127300,45059,162091.58,480,0.037,3,318250,286425,1,1
73,36146,773,3,74300,17174,4698.98,180,0.043,3,163460,49038,3,1
22,540920,683,4,242900,49732,216368,360,0.041,2,728700,582960,2,1
26,678832,793,7,114700,39503,6788.32,480,0.042,5,332630,99789,2,1
50,641762,786,3,220400,65559,109099.54,180,0.041,4,639160,511328,2,1
86,16364,622,4,325800,53798,11454.8,360,0.044,0,553860,443088,3,1
88,472319,780,3,242900,49732,80294.23,360,0.043,3,704410,493087,3,1
41,16527,652,3,220400,65559,7932.96,420,0.04,1,418760,83752,3,1
79,50982,774,2,285000,46312,8666.94,480,0.042,3,684000,478800,3,1
29,20725,627,1,512700,68368,16372.75,480,0.038,5,820320,246096,2,0
44,51596,668,2,219500,59422,19606.48,420,0.043,5,395100,39510,3,1
23,46781,757,3,357100,67482,7484.96,180,0.043,0,642780,578502,3,1
48,15861,624,3,57500,30000,13481.85,480,0.041,2,109250,65550,2,1
42,522159,796,3,117100,37095,10443.18,480,0.039,1,316170,63234,2,1
35,121641,768,1,240000,51136,29193.84,180,0.04,5,528000,422400,2,1
99,53602,718,1,230700,35336,6432.24,420,0.038,4,599820,119964,3,1
51,35470,651,8,726500,63739,15252.1,480,0.039,1,1380350,552140,3,1
82,13871,661,2,120300,40751,6519.37,420,0.036,1,216540,194886,1,1
93,343685,782,1,81000,39854,54989.6,420,0.04,0,202500,141750,3,1
34,641774,792,1,283100,58707,64177.4,420,0.042,4,736060,515242,2,1
65,49572,773,8,80800,33648,8922.96,360,0.041,5,153520,46056,2,1
74,52707,660,3,94800,31519,20555.73,480,0.037,1,246480,197184,1,1
29,10880,648,3,448200,39409,8704,480,0.04,4,806760,645408,2,0
45,22111,640,7,115700,11368,20563.23,180,0.037,4,196690,98345,2,0
98,43487,637,3,155600,28949,26961.94,180,0.038,4,435680,348544,3,1
51,844831,790,3,330300,82746,16896.62,180,0.04,3,858780,85878,2,1
18,132632,694,2,325800,53798,58358.08,360,0.038,4,781920,625536,3,1
56,31776,621,4,135700,67970,22243.2,480,0.041,0,366390,219834,2,1
79,43727,628,2,179000,46133,31046.17,420,0.045,6,375900,187950,2,0
71,32009,635,2,79400,29156,24006.75,360,0.036,1,206440,165152,3,1
35,34744,782,2,231900,75572,347.44,420,0.04,4,463800,139140,2,1
49,33242,624,4,129500,43190,26261.18,360,0.043,3,310800,217560,3,1
69,887820,786,2,90000,25465,168685.8,480,0.043,4,243000,145800,3,1
61,20268,666,4,155600,28949,8512.56,180,0.043,4,248960,74688,3,1
43,302561,650,4,223100,67956,124050.01,420,0.044,1,669300,200790,3,1
59,40934,627,4,218000,85602,35203.24,480,0.037,6,523200,156960,2,0
75,642934,793,1,174100,57404,102869.44,360,0.037,2,522300,313380,1,1
60,373884,798,6,168700,61203,26171.88,480,0.043,6,506100,455490,2,0
99,538053,780,1,283900,80235,10761.06,480,0.039,5,738140,369070,2,1
78,28173,775,2,162400,48428,7606.71,360,0.037,5,292320,204624,1,1
66,24247,776,3,140200,46709,3879.52,360,0.04,6,280400,168240,3,0
65,834273,799,4,171200,33630,25028.19,360,0.04,2,496480,397184,2,1
32,20558,634,3,482700,47368,11512.48,360,0.038,1,820590,328236,2,1
19,849292,786,7,179000,45098,84929.2,420,0.04,3,519100,467190,2,1
82,45180,649,4,234700,48853,25752.6,360,0.039,4,492870,49287,3,1
71,256808,789,6,272600,45224,41089.28,360,0.038,6,790540,79054,2,0
80,668692,799,4,330300,82746,80243.04,420,0.037,6,891810,713448,1,0
59,36459,651,3,190100,75421,15677.37,180,0.044,6,418220,209110,2,0
51,38297,640,2,147600,41948,25276.02,180,0.042,4,280440,196308,3,0
50,113980,774,4,357100,67482,28495,480,0.039,2,999880,199976,2,1
97,304765,798,3,414600,61925,6095.3,480,0.041,1,1243800,746280,3,1
85,48934,794,4,137100,37889,8808.12,420,0.036,2,356460,106938,1,1
76,14622,621,3,88900,30958,13598.46,180,0.041,4,142240,85344,2,0
64,11599,621,2,195000,51179,9859.15,420,0.036,2,312000,280800,2,1
74,12761,626,3,119400,43935,8677.48,360,0.042,1,202980,40596,2,1
31,42769,656,4,155600,28949,21384.5,420,0.038,1,295640,29564,2,1
62,438902,664,6,237200,68422,188727.86,420,0.043,0,640440,64044,3,1
37,191523,660,3,385100,84905,86185.35,360,0.044,2,808710,566097,3,1
94,21171,639,3,273700,36791,11855.76,480,0.04,1,410550,287385,3,1
67,36454,643,4,103900,38545,28069.58,360,0.043,3,218190,174552,2,1
59,12946,634,2,242500,73424,11521.94,480,0.045,2,363750,145500,3,0
68,721619,787,2,105400,42620,36080.95,480,0.041,4,284580,170748,3,1
83,36049,661,4,207700,65692,15501.07,180,0.037,2,540020,378014,1,1
51,31171,626,1,369400,85082,28365.61,420,0.036,2,960440,864396,4,0
87,59859,651,3,162300,49563,29330.91,180,0.036,4,373290,261303,1,1
31,12680,784,1,202100,61672,1775.2,480,0.039,0,363780,181890,2,1
73,374546,797,9,137800,23494,26218.22,360,0.037,4,385840,270088,1,1
92,59451,703,2,662200,99101,18429.81,480,0.036,4,1854160,741664,1,1
50,21305,631,4,135900,44563,16617.9,360,0.039,3,203850,81540,3,1
49,15534,631,4,80800,33648,14135.94,180,0.035,1,121200,24240,3,1
95,337950,781,4,213800,74276,20277,360,0.044,6,577260,115452,2,0
22,129565,758,4,197300,65393,33686.9,180,0.041,3,512980,359086,2,1
92,829548,780,4,78200,32470,82954.8,360,0.039,1,211140,21114,2,1
19,173247,762,2,84100,40742,29451.99,360,0.041,4,201840,20184,2,1
69,20234,621,1,137100,37889,18412.94,420,0.042,4,260490,208392,2,0
86,107378,631,2,157100,41335,81607.28,420,0.037,3,424170,84834,2,1
24,883378,789,2,179000,45098,132506.7,480,0.041,2,483300,338310,2,1
80,21109,665,3,115700,11368,10554.5,180,0.039,4,219830,43966,2,1
67,38399,645,3,88300,35337,29951.22,180,0.04,0,203090,101545,2,1
77,553046,797,2,124000,34234,60835.06,480,0.037,6,359600,251720,1,0
31,56824,680,3,218200,54758,22729.6,480,0.043,4,480040,48004,3,1
79,739489,783,3,84100,40742,81343.79,420,0.037,4,243890,97556,1,1
42,37008,657,3,1000001,161848,15173.28,360,0.039,1,2400002.4,960000.96,4,1
57,59757,691,1,1000001,161848,25695.51,180,0.043,5,2400002.4,1440001.44,4,0
32,22011,626,1,218200,54758,18709.35,420,0.044,3,414580,124374,2,1
69,200883,789,3,547800,56716,38167.77,480,0.045,4,1424280,996996,4,1
33,89338,700,2,57500,30000,9827.18,360,0.037,3,155250,77625,1,1
30,22290,653,4,162300,49563,10922.1,360,0.045,0,275910,165546,2,1
24,331779,795,1,78200,32470,23224.53,360,0.042,5,218960,109480,3,1
94,31088,632,3,155000,27702,18963.68,360,0.044,5,279000,111600,3,0
86,42856,668,2,662200,99101,20999.44,480,0.043,4,1589280,1271424,4,1
70,784316,798,3,414600,61925,133333.72,480,0.038,6,1243800,373140,2,0
95,10207,666,3,78200,32470,4899.36,420,0.036,1,125120,62560,1,1
53,367775,785,1,218200,54758,7355.5,360,0.043,1,545500,436400,2,1
78,42900,668,1,459400,75056,22737,480,0.036,5,1286320,643160,1,0
79,626797,780,2,140200,46709,12535.94,420,0.04,4,406580,365922,2,1
70,34220,668,1,197200,87971,13688,420,0.043,1,473280,94656,2,1
84,20876,656,1,207700,65692,10855.52,480,0.039,3,353090,70618,2,1
35,134011,773,3,162000,50817,22781.87,420,0.04,1,388800,155520,2,1
50,14030,648,3,374600,88480,9821,180,0.037,3,711740,213522,3,0
24,93433,686,1,197300,65393,37373.2,420,0.037,4,374870,262409,1,1
64,21539,639,3,512700,68368,13784.96,360,0.04,0,974130,876717,4,1
34,34240,658,1,119700,48302,15065.6,480,0.045,2,323190,193914,3,1
34,571569,787,2,254100,79185,62872.59,480,0.036,5,686070,205821,1,1
96,526532,785,4,170000,55900,21061.28,180,0.037,0,459000,367200,1,1
49,119841,759,2,174100,57404,17976.15,360,0.039,0,365610,146244,3,1
54,10582,620,2,138000,51830,8359.78,480,0.044,3,234600,70380,3,0
98,597192,785,1,124500,37996,35831.52,420,0.043,3,336150,100845,2,1
82,125250,772,3,173700,60312,21292.5,420,0.036,0,382140,152856,1,1
42,110443,765,4,94800,42488,12148.73,360,0.044,5,199080,99540,2,1
69,15961,636,3,178600,64930,13407.24,360,0.042,1,285760,171456,3,0
82,261870,787,2,114700,39503,0,420,0.042,0,298220,89466,2,1
31,59064,682,1,385100,84905,23625.6,420,0.042,2,1078280,970452,4,1
93,34902,655,4,174100,57404,13960.8,360,0.036,5,400430,80086,1,1
98,34810,641,2,283100,58707,31677.1,180,0.04,2,707750,566200,3,1
59,36378,650,1,374600,88480,17461.44,180,0.037,0,711740,569392,1,1
56,56484,674,4,726500,63739,29371.68,180,0.044,2,1380350,1242315,4,1
39,31193,665,4,178600,64930,13101.06,180,0.039,1,375060,37506,3,1
28,55550,688,4,57500,30000,22775.5,360,0.042,5,132250,79350,2,0
79,16832,620,2,80800,33648,10604.16,480,0.035,0,153520,46056,2,0
51,11448,669,3,326800,85354,5037.12,180,0.036,4,522880,156864,1,1
94,826723,792,4,189600,51744,74405.07,180,0.038,4,530880,53088,2,1
86,35092,646,4,253800,49881,19651.52,180,0.042,5,507600,406080,2,0
50,207593,794,4,79400,29156,4151.86,480,0.038,2,166740,150066,2,1
48,882216,660,2,214500,44209,344064.24,420,0.036,1,622050,435435,1,1
21,54876,658,2,179000,46133,28535.52,360,0.043,1,447500,313250,2,1
74,58474,713,2,137800,23494,16372.72,480,0.039,1,303160,60632,2,1
82,36335,798,1,297500,49446,4360.2,360,0.043,2,803250,401625,2,1
28,374709,780,2,71900,39272,48712.17,480,0.044,4,194130,174717,2,1
56,13847,655,3,160100,49333,7061.97,360,0.037,3,288180,86454,1,1
88,24564,636,4,547800,56716,16457.88,360,0.04,1,1040820,208164,3,1
72,46147,652,4,130200,41667,23534.97,360,0.044,0,312480,156240,3,1
46,35632,645,3,546300,52445,28505.6,420,0.042,6,1147230,917784,4,0
47,27172,656,3,170000,55900,12499.12,180,0.04,3,289000,115600,3,1
36,34454,640,4,443300,114257,33764.92,480,0.044,0,930930,186186,2,0
23,23129,654,1,330300,82746,10408.05,360,0.035,2,528480,422784,1,1
76,16363,651,2,257500,52032,6708.83,480,0.043,4,463500,324450,3,1
46,53534,661,1,119400,43935,29443.7,180,0.038,4,334320,267456,2,1
87,31965,658,3,119500,43606,16302.15,420,0.04,1,215100,107550,2,1
91,14831,644,1,117100,37095,8601.98,420,0.04,3,199070,179163,2,1
43,810491,789,2,171200,33630,97258.92,180,0.037,4,496480,248240,1,1
39,23807,643,1,283100,58707,21188.23,480,0.038,4,509580,305748,2,0
81,838086,796,1,186100,56862,67046.88,480,0.037,1,558300,390810,1,1
84,512352,784,2,254100,79185,10247.04,180,0.036,1,762300,152460,1,1
82,438000,793,3,257500,52032,65700,180,0.041,3,643750,386250,3,1
88,35081,646,1,137100,36600,25959.94,480,0.042,4,356460,249522,2,0
30,59662,717,2,743200,99412,14915.5,180,0.038,5,1858000,929000,4,1
24,466215,799,1,242500,73424,27972.9,480,0.04,2,654750,196425,3,1
93,14096,625,4,96600,36654,12545.44,360,0.036,5,183540,128478,2,0
65,54354,704,2,78200,32470,15219.12,360,0.035,2,203320,101660,1,1
57,23296,627,3,186100,56862,19568.64,360,0.043,0,353590,282872,2,1
96,44736,623,1,283900,80235,33552,480,0.043,0,738140,590512,2,1
96,14956,663,4,119700,48302,6580.64,360,0.044,2,191520,153216,3,1
31,23759,624,4,195200,55614,17581.66,180,0.041,2,390400,78080,2,1
78,48104,642,1,135900,44563,35115.92,180,0.038,5,285390,199773,3,0
70,586255,785,4,237200,68422,35175.3,480,0.038,2,640440,448308,2,1
23,260810,683,4,547800,56716,112148.3,420,0.036,1,1424280,284856,1,1
19,43471,651,3,250200,59358,18257.82,480,0.038,6,675540,67554,2,0
73,131716,754,3,129500,43190,38197.64,420,0.042,2,284900,85470,3,1
33,40278,646,3,714000,82411,24569.58,420,0.041,4,1927800,963900,4,1
72,19182,668,3,512700,68368,9974.64,480,0.04,2,769050,76905,2,0
79,26116,621,3,81000,39854,15930.76,420,0.04,0,121500,48600,3,1
52,12001,760,2,369400,85082,1560.13,180,0.038,6,627980,251192,2,0
50,12230,644,4,70600,26767,10762.4,420,0.037,4,127080,114372,3,0
43,43248,634,2,119400,43935,23786.4,480,0.042,0,298500,179100,2,1
58,916739,784,2,209800,81887,119176.07,480,0.035,2,545480,436384,1,1
50,17311,649,4,196400,88853,12463.92,180,0.038,2,294600,147300,2,0
65,27250,665,2,743200,99412,11990,480,0.036,3,1337760,401328,1,1
50,45890,622,4,190100,75421,41301,360,0.037,3,437230,131169,2,1
64,850761,650,1,255000,56444,323289.18,180,0.037,1,688500,275400,1,1
30,14543,651,3,124500,37996,7707.79,180,0.044,1,199200,99600,2,1
22,436466,791,4,94700,44174,56740.58,360,0.043,5,246220,98488,2,1
22,139479,762,1,171200,33630,43238.49,420,0.041,2,445120,89024,2,1
79,12386,638,1,219500,59422,11890.56,360,0.04,6,373150,223890,2,0
52,57036,662,2,385100,84905,25666.2,480,0.04,1,847220,593054,2,1
45,713438,794,2,150100,37006,135553.22,180,0.035,0,450300,180120,1,1
18,591941,791,3,482700,47368,88791.15,480,0.045,3,1206750,241350,3,1
67,53993,714,4,189900,34071,12958.32,360,0.043,3,512730,461457,2,1
88,119776,762,2,71900,39272,27548.48,180,0.036,1,172560,120792,1,1
89,43924,626,4,242500,73424,25036.68,420,0.043,5,460750,230375,3,0
18,308658,795,2,127300,45059,3086.58,360,0.045,3,356440,71288,2,1
91,126483,774,3,120300,40751,27826.26,180,0.045,2,216540,173232,2,1
78,522405,794,1,217400,75365,78360.75,480,0.038,2,543500,217400,3,1
88,16295,623,2,726500,63739,9125.2,360,0.038,0,1380350,138035,2,1
77,24882,650,2,128400,42284,11943.36,360,0.043,3,231120,184896,3,1
78,45312,621,1,88900,30958,42593.28,360,0.037,3,213360,128016,3,1
80,682262,788,10,474600,85479,115984.54,480,0.036,4,1233960,493584,1,1
96,18411,631,1,1000001,161848,13071.81,180,0.04,1,1800001.8,180000.18,3,0
63,48471,649,2,58500,20410,30052.02,420,0.042,3,146250,43875,3,1
81,34745,654,4,119500,43606,14245.45,360,0.041,1,274850,54970,2,1
67,41464,640,3,253800,49881,33171.2,420,0.042,6,507600,152280,2,0
84,25808,648,3,546300,52445,16259.04,360,0.038,4,983340,196668,3,1
52,911522,791,4,90000,25465,63806.54,480,0.042,1,252000,151200,2,1
50,14095,663,4,347800,69495,7047.5,360,0.041,1,695600,208680,3,1
85,24374,772,2,162000,50817,3168.62,180,0.037,2,291600,145800,1,1
50,28144,624,4,420600,47358,19137.92,180,0.038,3,715020,572016,3,1
87,64428,663,10,219500,59422,32214,180,0.037,1,460950,368760,1,1
65,18356,653,3,143500,73729,8994.44,360,0.045,3,272650,163590,3,1
48,35599,658,2,443300,114257,14595.59,360,0.036,4,1152580,461032,1,1
68,47989,656,1,213800,74276,22074.94,180,0.042,2,491740,344218,2,1
45,45802,668,2,155600,28949,23817.04,180,0.041,6,389000,233400,2,0
83,198874,777,9,88300,35337,47729.76,180,0.043,6,185430,129801,3,0
38,16935,625,4,209800,81887,13548,180,0.04,5,335680,100704,3,0
72,133882,677,2,221600,79746,69618.64,480,0.039,6,620480,62048,2,0
27,31647,630,4,197200,87971,24684.66,420,0.036,1,433840,130152,3,0
84,54154,760,2,330300,82746,6498.48,180,0.037,6,627570,376542,1,0
77,30558,629,6,157100,41335,26891.04,480,0.037,3,314200,157100,2,1
54,13168,652,2,197300,65393,6188.96,180,0.035,4,315680,157840,1,1
79,30865,635,2,218200,54758,25617.95,480,0.037,6,392760,117828,2,0
100,20846,646,1,403800,32945,19178.32,480,0.043,4,726840,290736,3,0
92,14991,646,4,348900,123851,13491.9,180,0.039,1,558240,111648,2,0
54,941181,792,2,234700,48853,9411.81,360,0.035,0,657160,131432,1,1
96,56663,668,4,173700,60312,30598.02,360,0.038,5,399510,239706,3,0
46,46821,626,2,237200,68422,30433.65,420,0.043,6,450680,135204,3,0
91,21486,653,4,482700,47368,9453.84,420,0.042,4,965400,386160,2,1
58,27682,641,2,160100,49333,19654.22,480,0.045,5,256160,204928,3,0
96,38325,775,2,443300,114257,6515.25,480,0.041,3,886600,531960,3,0
70,885063,783,3,726500,63739,141610.08,360,0.044,0,1961550,784620,3,1
21,46584,659,3,107800,48720,25155.36,360,0.043,6,301840,181104,2,0
71,58143,684,9,237200,68422,23257.2,480,0.035,2,498120,199248,1,1
48,159825,653,4,96600,36654,75117.75,360,0.042,4,212520,85008,2,1
51,660880,793,1,272600,45224,118958.4,480,0.039,1,736020,220806,3,1
46,134199,772,4,178600,64930,40259.7,180,0.036,1,410780,328624,1,1
67,387159,790,1,179000,45098,11614.77,180,0.044,1,447500,358000,2,1
57,10361,650,4,162300,49563,4558.84,420,0.039,4,324600,194760,2,1
50,39022,662,3,74300,17174,15608.8,480,0.037,2,148600,59440,1,1
40,29339,634,2,168700,61203,21417.47,420,0.042,2,455490,318843,3,1
57,750268,787,4,348900,123851,37513.4,420,0.044,0,976920,488460,2,1
73,52242,651,4,369400,85082,25598.58,180,0.037,0,1034320,724024,1,1
90,745110,795,3,120300,40751,119217.6,420,0.04,4,348870,279096,3,1
83,74251,690,2,120300,40751,34897.97,420,0.038,2,276690,138345,2,1
56,40825,628,3,197200,87971,40008.5,420,0.038,3,493000,147900,3,1
93,37651,793,2,151500,56696,3765.1,360,0.041,4,333300,266640,2,1
31,17088,629,4,531000,41639,11961.6,480,0.035,4,902700,541620,2,0
66,47275,658,1,237200,68422,20801,420,0.038,4,426960,42696,2,1
97,193984,755,1,138000,51830,27157.76,480,0.041,5,358800,179400,2,1
83,785168,783,3,326800,85354,117775.2,360,0.041,6,817000,571900,2,0
18,51998,686,4,127300,45059,20799.2,420,0.042,4,305520,213864,2,1
51,57758,692,3,81000,39854,28879,420,0.042,4,186300,37260,3,1
56,224611,780,1,531000,41639,38183.87,180,0.04,1,1327500,1194750,4,1
65,135917,761,4,90000,25465,27183.4,180,0.039,4,216000,108000,2,1
67,57439,690,3,138000,51830,26996.33,480,0.041,3,248400,173880,2,1
43,382726,639,1,127300,45059,218153.82,360,0.041,1,381900,343710,3,1
96,857930,780,4,240700,60407,34317.2,180,0.038,3,722100,433260,3,1
60,43572,645,3,459400,75056,34857.6,420,0.037,1,964740,385896,2,1
60,25219,624,4,546300,52445,16140.16,420,0.042,4,983340,393336,3,1
97,28474,649,8,137800,23494,25341.86,420,0.038,3,275600,27560,3,1
82,97484,688,9,104500,30678,47767.16,180,0.041,5,271700,190190,3,0
31,58403,656,4,189600,51744,31537.62,180,0.041,3,398160,238896,2,1
27,34679,656,3,326800,85354,15605.55,360,0.04,2,882360,176472,2,0
91,42764,623,9,88900,30958,24803.12,420,0.04,2,222250,200025,3,1
60,199423,774,2,316600,64738,55838.44,360,0.041,4,601540,120308,3,1
82,30980,669,3,162400,48428,12701.8,480,0.039,5,422240,380016,2,0
68,43163,643,1,662200,99101,24602.91,360,0.043,2,1456840,874104,4,1
32,299829,795,4,555700,82313,8994.87,420,0.04,4,1555960,622384,3,1
63,13926,632,9,114700,39503,13229.7,420,0.037,2,183520,165168,3,1
61,131847,773,2,94700,44174,26369.4,480,0.044,2,246220,147732,3,1
34,672208,698,1,403800,32945,322659.84,180,0.042,1,1009500,201900,2,1
18,19600,761,2,255000,56444,4704,480,0.045,1,510000,459000,3,1
72,116408,764,2,174100,57404,20953.44,180,0.038,1,417840,208920,2,1
92,408165,790,2,88900,30958,57143.1,480,0.04,1,231140,161798,2,1
36,46830,649,1,546300,52445,38400.6,360,0.039,2,1092600,983340,4,0
56,701721,793,2,153500,45029,7017.21,420,0.041,4,383750,268625,3,1
42,11775,656,3,240700,60407,6123,420,0.043,1,433260,216630,2,0
22,911672,780,4,137100,36600,100283.92,360,0.039,1,383880,268716,2,1
99,147072,664,1,119400,43935,77948.16,360,0.042,2,262680,131340,2,1
27,59198,675,4,137100,37889,31966.92,180,0.037,6,370170,185085,1,0
100,26253,664,1,231900,75572,12863.97,360,0.035,3,417420,125226,1,1
31,30995,645,2,162000,50817,27275.6,180,0.045,3,437400,131220,3,1
69,819899,796,4,147600,44612,8198.99,360,0.041,1,428040,42804,3,1
59,52996,719,2,250200,59358,13249,180,0.041,3,650520,325260,2,1
21,190220,762,4,128400,42284,39946.2,480,0.043,2,243960,121980,2,1
88,928162,784,2,48600,30060,27844.86,420,0.037,3,145800,58320,1,1
29,487584,789,2,78200,32470,34130.88,180,0.044,1,211140,147798,2,1
48,59008,678,8,150100,37006,25373.44,180,0.045,6,420280,378252,2,0
79,110175,761,2,273700,36791,15424.5,480,0.04,3,520030,312018,2,1
75,22859,669,3,124500,37996,11886.68,180,0.036,2,199200,159360,1,1
44,41860,659,2,299400,87288,19674.2,360,0.042,0,568860,227544,2,1
73,782626,794,3,119500,43606,101741.38,180,0.035,0,334600,133840,1,1
21,16369,664,4,197200,87971,9002.95,480,0.036,6,315520,63104,1,0
23,24569,665,10,104500,30678,10564.67,180,0.038,2,188100,75240,3,1
